alpha,gamma,num_features,proj_time,projection,regr_time,scale,test_score,val_score
0.01,0.000244140625,10000.0,0.10138392448425293,rbf,1.6959271430969238,0.01,0.7358,0.7459166666666667
0.01,0.000244140625,10000.0,0.14263129234313965,rbf,1.8256292343139648,0.1,0.8201,0.8316666666666667
0.01,0.000244140625,10000.0,0.0,rbf,0.0,1.0,0.0,0.0
0.01,0.000244140625,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.01,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.01,0.00048828125,10000.0,0.10511398315429688,rbf,1.7110328674316406,0.001,0.62,0.6219166666666667
0.01,0.00048828125,10000.0,0.1013336181640625,rbf,1.6983633041381836,0.01,0.7539,0.75775
0.01,0.00048828125,10000.0,0.10180330276489258,rbf,1.790999174118042,0.1,0.8344,0.8455833333333334
0.01,0.00048828125,10000.0,0.11151909828186035,rbf,1.6668508052825928,1.0,0.8746,0.88125
0.01,0.00048828125,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.01,0.00048828125,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.01,0.0009765625,10000.0,0.10295581817626953,rbf,1.6986768245697021,0.001,0.6258,0.6344166666666666
0.01,0.0009765625,10000.0,0.10162878036499023,rbf,1.8076493740081787,0.01,0.7739,0.78725
0.01,0.0009765625,10000.0,0.1016075611114502,rbf,1.8275182247161865,0.1,0.8518,0.8635
0.01,0.0009765625,10000.0,0.1017770767211914,rbf,1.7284319400787354,1.0,0.88,0.8936666666666667
0.01,0.0009765625,10000.0,0.10545134544372559,rbf,1.795957326889038,10.0,0.8802,0.8870833333333333
0.01,0.0009765625,10000.0,0.13579845428466797,rbf,1.7373337745666504,100.0,0.8801,0.8875833333333333
0.01,0.001953125,10000.0,0.13600778579711914,rbf,1.7429742813110352,0.001,0.6396,0.64725
0.01,0.001953125,10000.0,0.10784053802490234,rbf,1.6691944599151611,0.01,0.7894,0.8001666666666667
0.01,0.001953125,10000.0,0.10093426704406738,rbf,1.7856194972991943,0.1,0.8622,0.8705
0.01,0.001953125,10000.0,0.1414632797241211,rbf,1.7198171615600586,1.0,0.8833,0.8869166666666667
0.01,0.001953125,10000.0,0.10240721702575684,rbf,1.8039798736572266,10.0,0.8807,0.8835
0.01,0.001953125,10000.0,0.14007782936096191,rbf,1.7981500625610352,100.0,0.8815,0.8833333333333333
0.01,0.00390625,10000.0,0.10137486457824707,rbf,1.7919576168060303,0.001,0.6506,0.6564166666666666
0.01,0.00390625,10000.0,0.1013636589050293,rbf,1.7958166599273682,0.01,0.8037,0.8141666666666667
0.01,0.00390625,10000.0,0.10939621925354004,rbf,1.840693712234497,0.1,0.873,0.8819166666666667
0.01,0.00390625,10000.0,0.10227370262145996,rbf,1.9040606021881104,1.0,0.8812,0.88825
0.01,0.00390625,10000.0,0.10292267799377441,rbf,1.700063943862915,10.0,0.8806,0.8888333333333334
0.01,0.00390625,10000.0,0.10850358009338379,rbf,1.6689181327819824,100.0,0.8818,0.8845
0.01,0.0078125,10000.0,0.21759557723999023,rbf,1.753833532333374,0.001,0.6696,0.683
0.01,0.0078125,10000.0,0.10593771934509277,rbf,1.750065803527832,0.01,0.8176,0.8265833333333333
0.01,0.0078125,10000.0,0.14080524444580078,rbf,1.7563416957855225,0.1,0.8805,0.8890833333333333
0.01,0.0078125,10000.0,0.14237356185913086,rbf,1.8343682289123535,1.0,0.8824,0.8884166666666666
0.01,0.0078125,10000.0,0.10580062866210938,rbf,1.7856695652008057,10.0,0.8825,0.887
0.01,0.0078125,10000.0,0.11288571357727051,rbf,1.7773239612579346,100.0,0.8801,0.8893333333333333
0.01,0.015625,10000.0,0.14047718048095703,rbf,1.7654638290405273,0.001,0.6938,0.7079166666666666
0.01,0.015625,10000.0,0.14368557929992676,rbf,1.8180255889892578,0.01,0.8268,0.8328333333333333
0.01,0.015625,10000.0,0.14126133918762207,rbf,1.826840877532959,0.1,0.8797,0.8858333333333334
0.01,0.015625,10000.0,0.11164712905883789,rbf,1.8173236846923828,1.0,0.8798,0.8831666666666667
0.01,0.015625,10000.0,0.10340094566345215,rbf,1.7994251251220703,10.0,0.881,0.8838333333333334
0.01,0.015625,10000.0,0.1104886531829834,rbf,1.7519779205322266,100.0,0.8767,0.88425
0.01,0.03125,10000.0,0.10237932205200195,rbf,1.7635862827301025,0.001,0.703,0.7080833333333333
0.01,0.03125,10000.0,0.1025247573852539,rbf,1.7931976318359375,0.01,0.8084,0.8144166666666667
0.01,0.03125,10000.0,0.10174250602722168,rbf,1.8006393909454346,0.1,0.864,0.87475
0.01,0.03125,10000.0,0.11105656623840332,rbf,1.7512922286987305,1.0,0.8564,0.8719166666666667
0.01,0.03125,10000.0,0.10561466217041016,rbf,1.759162425994873,10.0,0.8608,0.8719166666666667
0.01,0.03125,10000.0,0.10537409782409668,rbf,1.7855281829833984,100.0,0.8624,0.8661666666666666
0.01,0.0625,10000.0,0.10154891014099121,rbf,1.7942252159118652,0.001,0.6153,0.6211666666666666
0.01,0.0625,10000.0,0.11194038391113281,rbf,1.7764010429382324,0.01,0.6766,0.6731666666666667
0.01,0.0625,10000.0,0.10803842544555664,rbf,1.7935948371887207,0.1,0.7408,0.7511666666666666
0.01,0.0625,10000.0,0.11182928085327148,rbf,1.8293297290802002,1.0,0.7313,0.7339166666666667
0.01,0.0625,10000.0,0.10495424270629883,rbf,1.7856419086456299,10.0,0.7298,0.7348333333333333
0.01,0.0625,10000.0,0.10939431190490723,rbf,1.7771883010864258,100.0,0.7291,0.7370833333333333
0.1,0.000244140625,10000.0,0.10207653045654297,rbf,1.7874116897583008,0.001,0.5459,0.5466666666666666
0.1,0.000244140625,10000.0,0.10254430770874023,rbf,1.7962422370910645,0.01,0.6399,0.6385
0.1,0.000244140625,10000.0,0.19401049613952637,rbf,1.7954256534576416,0.1,0.7885,0.8000833333333334
0.1,0.000244140625,10000.0,0.10240674018859863,rbf,1.755728006362915,1.0,0.8484,0.8559166666666667
0.1,0.000244140625,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.1,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.1,0.00048828125,10000.0,0.10147261619567871,rbf,1.8117432594299316,0.001,0.5702,0.5645833333333333
0.1,0.00048828125,10000.0,0.10187339782714844,rbf,1.8882238864898682,0.01,0.6751,0.682
0.1,0.00048828125,10000.0,0.1383507251739502,rbf,1.8149855136871338,0.1,0.8021,0.80725
0.1,0.00048828125,10000.0,0.138458251953125,rbf,1.6533527374267578,1.0,0.8599,0.8655833333333334
0.1,0.00048828125,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.1,0.00048828125,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.1,0.0009765625,10000.0,0.1642286777496338,rbf,1.7395052909851074,0.001,0.6118,0.6185
0.1,0.0009765625,10000.0,0.10265827178955078,rbf,1.7553651332855225,0.01,0.699,0.7064166666666667
0.1,0.0009765625,10000.0,0.10192108154296875,rbf,1.7947850227355957,0.1,0.8177,0.829
0.1,0.0009765625,10000.0,0.14141321182250977,rbf,1.7565562725067139,1.0,0.8717,0.87725
0.1,0.0009765625,10000.0,0.10283780097961426,rbf,1.7233753204345703,10.0,0.8832,0.8884166666666666
0.1,0.0009765625,10000.0,0.10193920135498047,rbf,1.7787914276123047,100.0,0.8824,0.8860833333333333
0.1,0.001953125,10000.0,0.10271358489990234,rbf,1.779219150543213,0.001,0.6008,0.598
0.1,0.001953125,10000.0,0.1020200252532959,rbf,1.8315026760101318,0.01,0.7201,0.7325833333333334
0.1,0.001953125,10000.0,0.15137887001037598,rbf,1.7918269634246826,0.1,0.8351,0.8398333333333333
0.1,0.001953125,10000.0,0.10558676719665527,rbf,1.7462763786315918,1.0,0.8794,0.887
0.1,0.001953125,10000.0,0.10289287567138672,rbf,1.7926676273345947,10.0,0.8814,0.8883333333333333
0.1,0.001953125,10000.0,0.14673948287963867,rbf,1.8009648323059082,100.0,0.8832,0.884
0.1,0.00390625,10000.0,0.10342025756835938,rbf,1.7890071868896484,0.001,0.6241,0.63375
0.1,0.00390625,10000.0,0.10619211196899414,rbf,1.749563455581665,0.01,0.7415,0.7478333333333333
0.1,0.00390625,10000.0,0.10186982154846191,rbf,1.7859184741973877,0.1,0.8493,0.8550833333333333
0.1,0.00390625,10000.0,0.10130143165588379,rbf,1.7893989086151123,1.0,0.8831,0.8889166666666667
0.1,0.00390625,10000.0,0.10792803764343262,rbf,1.7936089038848877,10.0,0.8813,0.888
0.1,0.00390625,10000.0,0.1016838550567627,rbf,1.8168365955352783,100.0,0.8816,0.8890833333333333
0.1,0.0078125,10000.0,0.10222411155700684,rbf,1.7974920272827148,0.001,0.6402,0.6553333333333333
0.1,0.0078125,10000.0,0.10207104682922363,rbf,1.6965911388397217,0.01,0.7535,0.7673333333333333
0.1,0.0078125,10000.0,0.10333633422851562,rbf,1.7832770347595215,0.1,0.8609,0.8725833333333334
0.1,0.0078125,10000.0,0.13693904876708984,rbf,1.8249800205230713,1.0,0.8858,0.8921666666666667
0.1,0.0078125,10000.0,0.13640642166137695,rbf,1.7394111156463623,10.0,0.8817,0.886
0.1,0.0078125,10000.0,0.12519168853759766,rbf,1.776951789855957,100.0,0.8802,0.89025
0.1,0.015625,10000.0,0.10241532325744629,rbf,1.7857789993286133,0.001,0.6738,0.6848333333333333
0.1,0.015625,10000.0,0.10012340545654297,rbf,1.8005435466766357,0.01,0.755,0.7609166666666667
0.1,0.015625,10000.0,0.13635969161987305,rbf,1.7827420234680176,0.1,0.8666,0.8723333333333333
0.1,0.015625,10000.0,0.10109710693359375,rbf,1.791604995727539,1.0,0.8804,0.888
0.1,0.015625,10000.0,0.10198473930358887,rbf,1.7782986164093018,10.0,0.8825,0.88475
0.1,0.015625,10000.0,0.10187315940856934,rbf,1.828540325164795,100.0,0.8794,0.8875833333333333
0.1,0.03125,10000.0,0.1015617847442627,rbf,1.7997493743896484,0.001,0.6948,0.7095
0.1,0.03125,10000.0,0.1387925148010254,rbf,1.8089628219604492,0.01,0.7338,0.73975
0.1,0.03125,10000.0,0.10418558120727539,rbf,1.7960631847381592,0.1,0.8548,0.8668333333333333
0.1,0.03125,10000.0,0.10954570770263672,rbf,1.7427873611450195,1.0,0.8625,0.8700833333333333
0.1,0.03125,10000.0,0.1020193099975586,rbf,1.8017680644989014,10.0,0.861,0.8694166666666666
0.1,0.03125,10000.0,0.10184979438781738,rbf,1.7950327396392822,100.0,0.861,0.8721666666666666
0.1,0.0625,10000.0,0.10172224044799805,rbf,1.8101551532745361,0.001,0.62,0.6289166666666667
0.1,0.0625,10000.0,0.10314369201660156,rbf,1.7804417610168457,0.01,0.6262,0.6378333333333334
0.1,0.0625,10000.0,0.1381700038909912,rbf,1.7404978275299072,0.1,0.7406,0.7501666666666666
0.1,0.0625,10000.0,0.1022043228149414,rbf,1.7883141040802002,1.0,0.7322,0.7411666666666666
0.1,0.0625,10000.0,0.11025714874267578,rbf,1.7419743537902832,10.0,0.735,0.742
0.1,0.0625,10000.0,0.1017141342163086,rbf,1.9905040264129639,100.0,0.731,0.7354166666666667
1.0,0.000244140625,10000.0,0.13755416870117188,rbf,1.7364323139190674,0.001,0.5687,0.5664166666666667
1.0,0.000244140625,10000.0,0.10132217407226562,rbf,1.7909972667694092,0.01,0.6285,0.637
1.0,0.000244140625,10000.0,0.10145187377929688,rbf,1.7858498096466064,0.1,0.7351,0.7461666666666666
1.0,0.000244140625,10000.0,0.13743281364440918,rbf,1.8044555187225342,1.0,0.8194,0.8311666666666667
1.0,0.000244140625,10000.0,0.10165667533874512,rbf,1.7986583709716797,10.0,0.8693,0.8743333333333333
1.0,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
1.0,0.00048828125,10000.0,0.10122108459472656,rbf,1.7926113605499268,0.001,0.6101,0.6140833333333333
1.0,0.00048828125,10000.0,0.10291314125061035,rbf,1.7883689403533936,0.01,0.6101,0.61
1.0,0.00048828125,10000.0,0.10099053382873535,rbf,1.8064651489257812,0.1,0.7569,0.76075
1.0,0.00048828125,10000.0,0.10068464279174805,rbf,1.789954662322998,1.0,0.8344,0.83475
1.0,0.00048828125,10000.0,0.10280227661132812,rbf,1.794980764389038,10.0,0.8743,0.8818333333333334
1.0,0.00048828125,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
1.0,0.0009765625,10000.0,0.13940978050231934,rbf,1.739743947982788,0.001,0.5731,0.5805833333333333
1.0,0.0009765625,10000.0,0.10295271873474121,rbf,1.7883620262145996,0.01,0.6234,0.6223333333333333
1.0,0.0009765625,10000.0,0.1029672622680664,rbf,1.7923779487609863,0.1,0.7743,0.7798333333333334
1.0,0.0009765625,10000.0,0.10943889617919922,rbf,1.8275587558746338,1.0,0.8525,0.8581666666666666
1.0,0.0009765625,10000.0,0.13821816444396973,rbf,1.81661057472229,10.0,0.882,0.8879166666666667
1.0,0.0009765625,10000.0,0.10284042358398438,rbf,1.7994039058685303,100.0,0.8812,0.889
1.0,0.001953125,10000.0,0.1372530460357666,rbf,1.7346887588500977,0.001,0.6077,0.612
1.0,0.001953125,10000.0,0.10106158256530762,rbf,1.8078234195709229,0.01,0.6308,0.6293333333333333
1.0,0.001953125,10000.0,0.1032860279083252,rbf,1.7926170825958252,0.1,0.7919,0.80975
1.0,0.001953125,10000.0,0.12291121482849121,rbf,1.7707710266113281,1.0,0.8647,0.8784166666666666
1.0,0.001953125,10000.0,0.1017911434173584,rbf,1.695838212966919,10.0,0.882,0.8846666666666667
1.0,0.001953125,10000.0,0.10158300399780273,rbf,1.7921228408813477,100.0,0.8816,0.8864166666666666
1.0,0.00390625,10000.0,0.12299156188964844,rbf,1.7588884830474854,0.001,0.6148,0.622
1.0,0.00390625,10000.0,0.11498475074768066,rbf,1.7459850311279297,0.01,0.6534,0.6595833333333333
1.0,0.00390625,10000.0,0.10117244720458984,rbf,1.7978777885437012,0.1,0.8045,0.8155833333333333
1.0,0.00390625,10000.0,0.127943754196167,rbf,1.7719378471374512,1.0,0.8728,0.8764166666666666
1.0,0.00390625,10000.0,0.10246849060058594,rbf,1.8012971878051758,10.0,0.8833,0.8885833333333333
1.0,0.00390625,10000.0,0.1013193130493164,rbf,1.784580945968628,100.0,0.8809,0.8883333333333333
1.0,0.0078125,10000.0,0.10107135772705078,rbf,1.7944996356964111,0.001,0.6278,0.6314166666666666
1.0,0.0078125,10000.0,0.10155534744262695,rbf,1.7962722778320312,0.01,0.6729,0.686
1.0,0.0078125,10000.0,0.11035561561584473,rbf,1.7503533363342285,0.1,0.8177,0.8211666666666667
1.0,0.0078125,10000.0,0.1200265884399414,rbf,1.7726781368255615,1.0,0.8803,0.889
1.0,0.0078125,10000.0,0.10193657875061035,rbf,1.790623664855957,10.0,0.8843,0.8939166666666667
1.0,0.0078125,10000.0,0.10320687294006348,rbf,1.7926909923553467,100.0,0.8836,0.8881666666666667
1.0,0.015625,10000.0,0.10129404067993164,rbf,1.7933223247528076,0.001,0.6717,0.68425
1.0,0.015625,10000.0,0.10115385055541992,rbf,1.7889952659606934,0.01,0.6955,0.7074166666666667
1.0,0.015625,10000.0,0.10319352149963379,rbf,1.8091371059417725,0.1,0.8249,0.8295833333333333
1.0,0.015625,10000.0,0.10314655303955078,rbf,1.7157657146453857,1.0,0.8813,0.88375
1.0,0.015625,10000.0,0.10169243812561035,rbf,1.8041472434997559,10.0,0.8786,0.8880833333333333
1.0,0.015625,10000.0,0.1476454734802246,rbf,1.7458224296569824,100.0,0.8832,0.8875833333333333
1.0,0.03125,10000.0,0.10112547874450684,rbf,1.845203161239624,0.001,0.6988,0.7078333333333333
1.0,0.03125,10000.0,0.16434717178344727,rbf,1.8407845497131348,0.01,0.7025,0.70925
1.0,0.03125,10000.0,0.14562034606933594,rbf,1.7548115253448486,0.1,0.8029,0.81275
1.0,0.03125,10000.0,0.10162615776062012,rbf,1.7118926048278809,1.0,0.866,0.872
1.0,0.03125,10000.0,0.10938143730163574,rbf,1.798231840133667,10.0,0.8624,0.8634166666666667
1.0,0.03125,10000.0,0.10100293159484863,rbf,1.743001937866211,100.0,0.8616,0.865
1.0,0.0625,10000.0,0.14264297485351562,rbf,1.816664218902588,0.001,0.6136,0.6176666666666667
1.0,0.0625,10000.0,0.11635804176330566,rbf,1.771239995956421,0.01,0.6171,0.6235
1.0,0.0625,10000.0,0.10232090950012207,rbf,1.797652244567871,0.1,0.6741,0.6749166666666667
1.0,0.0625,10000.0,0.11728596687316895,rbf,1.6604182720184326,1.0,0.7412,0.7515
1.0,0.0625,10000.0,0.10216665267944336,rbf,1.7727937698364258,10.0,0.73,0.73775
1.0,0.0625,10000.0,0.10174775123596191,rbf,1.792043924331665,100.0,0.7291,0.744
10.0,0.000244140625,10000.0,0.10182809829711914,rbf,1.684450626373291,0.001,0.5335,0.53075
10.0,0.000244140625,10000.0,0.10209274291992188,rbf,1.7972180843353271,0.01,0.5893,0.584
10.0,0.000244140625,10000.0,0.136702299118042,rbf,1.8099474906921387,0.1,0.6426,0.6416666666666667
10.0,0.000244140625,10000.0,0.10216617584228516,rbf,1.7092235088348389,1.0,0.7899,0.8021666666666667
10.0,0.000244140625,10000.0,0.10776114463806152,rbf,1.742382526397705,10.0,0.8472,0.8563333333333333
10.0,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
10.0,0.00048828125,10000.0,0.1018526554107666,rbf,1.749504804611206,0.001,0.6101,0.6044166666666667
10.0,0.00048828125,10000.0,0.14323186874389648,rbf,1.7944574356079102,0.01,0.6094,0.6078333333333333
10.0,0.00048828125,10000.0,0.10827994346618652,rbf,1.781902551651001,0.1,0.6654,0.6790833333333334
10.0,0.00048828125,10000.0,0.14412784576416016,rbf,1.5758106708526611,1.0,0.8027,0.8
10.0,0.00048828125,10000.0,0.10103058815002441,rbf,1.6908848285675049,10.0,0.8638,0.8664166666666666
10.0,0.00048828125,10000.0,0.10129904747009277,rbf,1.6939656734466553,100.0,0.8811,0.8845
10.0,0.0009765625,10000.0,0.11334586143493652,rbf,1.7443263530731201,0.001,0.5962,0.6103333333333333
10.0,0.0009765625,10000.0,0.14043879508972168,rbf,1.6978347301483154,0.01,0.5985,0.6040833333333333
10.0,0.0009765625,10000.0,0.10363149642944336,rbf,1.716425895690918,0.1,0.6925,0.6986666666666667
10.0,0.0009765625,10000.0,0.10100865364074707,rbf,1.7948298454284668,1.0,0.8182,0.825
10.0,0.0009765625,10000.0,0.14252185821533203,rbf,1.674717664718628,10.0,0.8707,0.8789166666666667
10.0,0.0009765625,10000.0,0.10119938850402832,rbf,1.671555519104004,100.0,0.8808,0.889
10.0,0.001953125,10000.0,0.18324828147888184,rbf,1.706017017364502,0.001,0.6042,0.60425
10.0,0.001953125,10000.0,0.11131954193115234,rbf,1.7655823230743408,0.01,0.6038,0.6099166666666667
10.0,0.001953125,10000.0,0.10289311408996582,rbf,1.7554006576538086,0.1,0.7216,0.7320833333333333
10.0,0.001953125,10000.0,0.13788080215454102,rbf,1.7043051719665527,1.0,0.8338,0.8439166666666666
10.0,0.001953125,10000.0,0.1018683910369873,rbf,1.829726219177246,10.0,0.8779,0.8874166666666666
10.0,0.001953125,10000.0,0.10860228538513184,rbf,1.6657757759094238,100.0,0.8822,0.8845833333333334
10.0,0.00390625,10000.0,0.10513973236083984,rbf,1.784571647644043,0.001,0.6193,0.6368333333333334
10.0,0.00390625,10000.0,0.10193753242492676,rbf,1.8143577575683594,0.01,0.6217,0.6206666666666667
10.0,0.00390625,10000.0,0.11078786849975586,rbf,1.733628273010254,0.1,0.7428,0.75
10.0,0.00390625,10000.0,0.10632705688476562,rbf,1.7883086204528809,1.0,0.8496,0.85475
10.0,0.00390625,10000.0,0.10153079032897949,rbf,1.797780990600586,10.0,0.8811,0.8879166666666667
10.0,0.00390625,10000.0,0.14011216163635254,rbf,1.8241784572601318,100.0,0.8811,0.8870833333333333
10.0,0.0078125,10000.0,0.1109457015991211,rbf,1.744631290435791,0.001,0.6249,0.6305
10.0,0.0078125,10000.0,0.10645389556884766,rbf,1.7740960121154785,0.01,0.6361,0.6466666666666666
10.0,0.0078125,10000.0,0.10279059410095215,rbf,1.7894976139068604,0.1,0.7535,0.7586666666666667
10.0,0.0078125,10000.0,0.10256743431091309,rbf,1.7952830791473389,1.0,0.8617,0.87375
10.0,0.0078125,10000.0,0.10296082496643066,rbf,1.7753405570983887,10.0,0.8843,0.8920833333333333
10.0,0.0078125,10000.0,0.10627365112304688,rbf,1.7468724250793457,100.0,0.8842,0.8871666666666667
10.0,0.015625,10000.0,0.10271453857421875,rbf,1.7856988906860352,0.001,0.6685,0.6829166666666666
10.0,0.015625,10000.0,0.10276174545288086,rbf,1.7803888320922852,0.01,0.6711,0.6849166666666666
10.0,0.015625,10000.0,0.10278940200805664,rbf,1.7865979671478271,0.1,0.758,0.7661666666666667
10.0,0.015625,10000.0,0.10118770599365234,rbf,1.7914249897003174,1.0,0.8658,0.872
10.0,0.015625,10000.0,0.11424875259399414,rbf,1.7693397998809814,10.0,0.8796,0.8824166666666666
10.0,0.015625,10000.0,0.10158443450927734,rbf,1.7369084358215332,100.0,0.8799,0.8865
10.0,0.03125,10000.0,0.10191106796264648,rbf,1.8000295162200928,0.001,0.6995,0.7023333333333334
10.0,0.03125,10000.0,0.2060091495513916,rbf,1.7556860446929932,0.01,0.6954,0.6958333333333333
10.0,0.03125,10000.0,0.11805844306945801,rbf,1.8179645538330078,0.1,0.7307,0.74575
10.0,0.03125,10000.0,0.10666537284851074,rbf,1.8297810554504395,1.0,0.8535,0.8654166666666666
10.0,0.03125,10000.0,0.10317730903625488,rbf,1.7828888893127441,10.0,0.8634,0.8706666666666667
10.0,0.03125,10000.0,0.10245537757873535,rbf,1.7892935276031494,100.0,0.8616,0.8673333333333333
10.0,0.0625,10000.0,0.10195374488830566,rbf,1.7782220840454102,0.001,0.6165,0.6230833333333333
10.0,0.0625,10000.0,0.11713933944702148,rbf,1.8197689056396484,0.01,0.6143,0.6160833333333333
10.0,0.0625,10000.0,0.10345721244812012,rbf,1.779118299484253,0.1,0.6261,0.63075
10.0,0.0625,10000.0,0.10260486602783203,rbf,1.7804834842681885,1.0,0.7401,0.7436666666666667
10.0,0.0625,10000.0,0.11015009880065918,rbf,1.8381152153015137,10.0,0.7371,0.7384166666666667
10.0,0.0625,10000.0,0.10360956192016602,rbf,1.788273572921753,100.0,0.7345,0.7375
